article,label
"Partly cloudy this afternoon
through Wednesday; cooler
northeast and east central to-
night and north and east Wed-
nesday; low tonight 40 extreme
northeast to 55-60 elsewhere;
high Wednesday generally ~in
""0s.
 </s>",1
"WASINNGTON Lf-- President Ei-
senliower said today he absolutely
believes thal within a reasonable
time the Salk yaccine can elimi-
nate polio in this country.

 

 

Doctor's Deciston

The President made his state-
ment of cantadenee at a news cone
Iterence amid jrticalions that sine
suppiies of the vaecine may be
released soon for resumption of
the ingculation program. *

He said i was a doctors’ dect-
sion to double-check the manulae-
lure of the yaecine which caiwed
a postponement in inorttatinns.

As for the efficacy of the vaccine
itself, Eisenhower said he believes
absalule.y it can do Ihe Job for
which il was intended.

Ife said there have been 52 cases
af polio in live million injections
and scientists want te Jearn
whether {here is any relationship
of these cases to the vaecingeans.

The Public Health Service an-
nouneed shorlly after Bisentavwer's
news conference tat the munther
of confirmed cases among those
vaceinaled haa risen to 62 today.
Eisenhower said the seientists
and dociors are trying to be douoly
safe,

He vemarked that he is no
scientist and cannot speak as an
expert, but he added that he be-
lives within.a reasanable time the
Salk vaceine will eliminate polia,

A team ol Public Health Service
scientists was due in Betrolt to
inspect vaccine manufachiving
methods at the Barke-Davis labur-
atories,

 

 

 

 

 

    

   

 

  

Expect arly Release

A reliable source here said it
would be reasonable to expect ac-
lion Jale today or tomorrow ta
release some Parke-Davis vaccine
for public use. Supplies from other
manufacturers sheuld be released
hy early next week, he added.

Pending recheeks at all vaecine
manufacturing plants, Sur-
geo General Foonard A. Scheele
has called for a halt in Ihe nation
wide mass inoculation of school-
chitdren.

Dr, Scheele has
give an immediate ¢
sume yaceinations as soo
yeusives expeeled [avorat
porls from plant inspections,
Now Suppltes
hy favorable vepscls pri
please not enly sup.
pties already distributed and held
up+at Scheole's request: they
could alsa lead lo release of rey
manufactured supplies ander fre
‘iy prescribed safely standarils.
| Tnlerviewed Jast night an a CBS
television program, Scheele
Ike “hopufully’? expects to get the
vaccination program rolling again
by the end of this week. He said
he thinks enough of the vaceine
wil] be released soon to inject all
children in the suseeplible 1-9 age
group hefore the peak of the snr
mer polio scason.

Tle reiteraled that he “absolut
ly” has confidence in the vacaine
inself.

Hearing Cancelled

A Hause Banking Commillee
hearing on vaccine control, sched-
uted for today with Scheele and
Seeretary of Welfare Hobby: tesli-
iying was canceled.

Mrs. Hobby and Scheele said
they could not atlend, apparently
because they wanted to he ready
to act quickly jf a report stouldl
come through from Detroit.

Still another congressional tn-
vestigalian of the vaccine  situa-
ton was annouaced yesterday by
Sen. iil] (D-Ala). He sammoned
his Senale Labor and Public Wel-
fare Committee to meet Monday
lo discuss distribution of the
rum. Sen. Magnuson (0-Wash)
called a meeting of his
Senate Commerce Commiitee Mon-
day (o consider the polio vaccine
nrahlem, *

 

   

 

    

sid he would
ignal to se
as lie",0
"UNITED NATIONS, N.
Y. (INS) — UN Secretary
General Dag Hammar-
skjold and Communist
Chinese Premier Chou
En-lai concluded their
Peiping talks today ap-
parently without reach-
ing agreement on the
fate of UN _ prisoners
held by Red China.
 nat f wari OS ee ee aaa Ee eee
(United Press Staff Correspondent)

UNITED NATIONS, N. Y:
(UP) — U.N. Secretary Gen-
eral Dag Hammarskjold and
Red China’s Premier Chou
En-Lai held their fourth and
final meeting today on the
fate of 11 U. S. fliers jailed
by Peiping as spies.

Hammarskjold and Chou con-
ferred to wind up negotiations
that have been in progress since
last Thursday.

The meeting was necessarily a
brief one because a farewell party
had been arranged at the Swed-
ish embassy for Hammarskjold.
who leaves by plane at 7 am
Tuesday for Canton.

Silent’ On Results

Hammarskjold was not ex-
pected to disclose the success 91
failure of his mission until after
he has left Red China and prob-
ably not until his return to United
Nations headquarters.

Some concern: was voiced
abroad over the abrupt conclusior
of the talks, which had been au-
thorized overwhelmingly by the
United Nations General Assem-
bly in a resolution condemning
Red China.

There was some belief that
Hammarskjold either had won ar
unexpected diplomatic victory o1
had decided that it was’ useless
to prolong an unproductive con:
ference. ‘
 </s>",0
"The first widespread cold snap
of the autumn season chilled the
Eastern third of the nation today
but there was waimmg in the
Western half of the country

The coldest area this morning
extended from the Mississipp1 Riv-
e. ta the Appalachians Tempera-
tures weie ficezing or below south-
ward nearly to the Guif Coast and
jn noithern sections ranged to a
Jow of 13 at Duluth Monn

But there was a promise of
warming dumng the day for most
of the Milwest which was hit by
snow and strong winds Wednesday
and Thursday Temperatures
climbed between 25 and 30 degrees
Thursday m Western areas and
the warmer air headed into the
Midwest

Snow fluruies were reported im
parts of the Cieat Lakes region
durmg the moining Snaw at Pell-
ston, Mich measured 5 inches,
one of the heaviest falls in the
Midwest

Light showers fell in the north-
east and im paits of the midatlan-
tic states Rain contimued m the
Pacific Nortawest but falls gen-
erally were light

Clear weather prevailed in most
other areas although there was
smog along the Southern Califor-
mia coast

Fauly mild autumn weather pie-
vailed alang the Atlantic Coast and
into Flotida with readings mostly
ii the 40s However they were in
we 60s and 70s a southern Flor-
1da@

 

Michigan counted one dead to-
day in the wake of a wintry, snow-
filled storm which disiupted Great
Lakes shipping, strangled nghway
traffic upstate and felled powe1
and telephone lines in scattered
communities Thursday.

David Motrison, 11 was hulled
when his bicycle shidded on icy
M 48 neat Rudvard into the path
of a school bus which skidded it
self and was unable to avoid him

The 420 foot fieighte: Joseph S
Moirow which lost its rudder and
starboaid ancho: im _ 52-mile-an-
hour vinds on Lase Huron, was
safe todav m tow of tno tugs en
route to Toledo for repans

The Swedish motorship Traviata,
reported being blown end-around
ond at one time Thursday off Sagi-
naw Bay weathered the storm but
reported she would be six to eight
hours late m making Muskegon %o
day

Enght ship, began moving fore
.the shelter of the Si* Clair River
at Pol Huron into Lake Huron
teday Only a gentle wind rocked
ithe water today

Freighters also moved up the De-
trot River from Lake Ere They
were forced ta ride out the blaw
in the Jake Thursday when winds
whipped iver waters bach up
stream into Lake St Clan, owe
ing river charnel depths around
three fet

U S$ 27, a main highway {to the
Straits of Mackinac, was plugged
for four hours Thuisday tight by
snow which diifed to depths of
two feet on top of a frozen-rain
glaze Trafic had to be re1outed

Snow fluumes weie foiccast to-
iday in the top of the Lower Pen-
insula and in the Upper Penmsuta,
but ising temperatures weic ex-
pected in both areas today and te-
Imorrow

Oveimght lows which fo1ecas-
ters predicted would get down to
16 in the Lower Peninsula and to
10 in the Upper, failed to material-
ize All the state get freezing or
sub-freezing readings however

Houghton tngh in the Keweenaw
Penmsula in Lake Superior, Kin
ross Air Force Base, near Sault
Ste Marie, and Batile Cieek, in the
southwest had the lowest tempera-
tures ~— 28 Others ranged from
28 to 32

Snow depths outside the Gaylord
winter playgiound area al the top
of the Lowe: Penmsula included
Alpena 7 inches Kinross AFB 6
Sault Ste Manic, 2, and Battle
Creek, 1
 </s>",1
"TOKYO (4)—A search plane to-
night sighted one of two U.S. Ma-
rine fliers missing for three nights
in the Pacific. He was seen send-
ing radio signals from a tiny life
raft about 123 miles south of To-
kyo.

“We are in radio contact with
the man” said an Air Force
spokesman, “Two planes are circ-
 ’

ling overhead until he- is picked
up.

The spokesman said the SA16 Al-
batross search plane which first
spotted the raft could not tell
whether both missing Marines
were aboard.

He said it was considered doubt-

ful because of the size of the raft
and because of reports of two

small rafts miles apart in foggy
waters.

In Washington, D. C., Berry
told the Associated Press he had

been notified one of the missing

Marines is his grandson, Capt. H.
P. Montague Jr. of Jackson, Miss.
Berry said he received the in-
formation by telephone from his
son, H. P. Montague Sr., and the
Marine officer's wife in Jackson.

The other flier has been identi-
fied as 2d Lt. David Winton Bell
of Minneapolis, son of Charles H.
Bell, president of General Mills,
Inc.

The Albatross and an Air Force
B50 circled the bobbing raft two
hours, receiving its flickering
radio signals,

The planes dropped flares to
light up the area for a huge
armada of search planes and
ships,
 </s>",0
"WASHINGTON (4)—Sen. Mar-
,garet Chase ‘Smith (R-Me) said
today she. has the impression
President Eisenhower ‘‘prefers to
‘retire after 1956.”

| She cautioned Republicans
against basing party strength
solely upon the President's per-
sonal popularity in remarks pre-
pared for some 1,500 GOP work-
ers attending the Republican
Women's National Conference.

Mrs. Smith is the first promi-
‘inent Republican to voice public
‘doubt that Eisenhower will seek
‘a second term. The President
has given no sign of his inten-
| tions..

Earlier in the conference, GOP
National Chairman Leonard W.
‘Hall repeated his assumption that
/Eisenhower would be nominated
‘and re-elected.
| Sen. Smith said: “We don't
/want to put all our eggs in one
| basket—we don’t want to lean
too heavily upon the Eisenhowgr
popularity.”

Mrs. Smith said the. Republi-
cans should “‘build up the popu-
larity of our party.”’ She said no
one had spoken of this need more
eloquently and ‘“‘played down the
| een egg man theme” than
President Eisenhower.
| At his news conference today,
the President said he thanks Sen.
‘Smith for her statement that she
hopes with all her heart he will
seek re-election next vear. But
he added with a smile and a
shrug of the shoulders that he
had no idea where Mrs. Smith
got what she called an impres-
‘sion that the President will not
‘run again.

 

 

 

 
 </s>",0
"By THE ASSOCIATED PRESS
The U. S. Weather Bureau re-
ported the following temperatures
for Monday, Jan. 24:
 </s>",1
"BY TRE ASSOCIATED PRESA |
Violent death tolls skyrocketed
in Texas Saturday as cltlzens took
to the highways and sought
recreation epots on the last long
week end of-the summer.

Ac (ha rate death totals were
pitg by late Saturday night,
there was @ chance the highway
patrol’s estimate of 30 traffic
deaths would be strpasserl.

Since 6 p.m. Friday, an 3
soclated Press survey showed
Wat at Teast 22 violent deaths
had occurred. up to late Satur.
day, Fourteen of the: deaths were
in traffic..

‘The -worst disaster aceurred
Salurday near Muleshoe, where
four Snyder persons, including
ihe postmastez, were killed Satur-
day jn an automoblle-pickup
crash. =

They were Identified as Post-
master J. A, Littlepage, 49: Wr
BE. Benleley, 60; Mrs. Benteley,
9; and A. A, Brock, 80. Critically
injured were Mrs, Litlepage and
Avs, Brock. They were en roule
from Snyder to Gandla AFB, N. M.

   

 

 

 

 

 

  
 </s>",0
"Rain, varying in amounts from
teasing traces to heavy downpours,
peppered scattered areas through-
out the thirsty Texas countryside
Wednesday as the weatherman ex-
tended his wet forecasts through
Thursday.

The outlook generally was for
scattered showers and _ thunder-
storms for another 36 hours with
the greatest activity expected to
be in the South Plains and Centra!
Texas regions.

“But, trying to predict where the
precipitation will be heaviest is a
difficult taks,"""" weather bureau
spokesman said, “because it is
constantly changing. But the
whole state should get some more
moisture,”’

Threatening tornado funnels
danced across West Texas late
Tuesday and Tuesday night, bu
ro damage was reported. The
weather, however, was blamed in.
directly for six deaths.

cloudy skies and rain low
ered temperatures with the over

(See WEATHER on Page 12)
 </s>",1
"oc SES ee Oe gee
ths The Associated Presse

A swift, heavy snowstorm swept
West and North Texas Sunday and
turned into slow, soakinz, crop pro-
ducing rains cver the rest of the
State

By Monday morning, the mois-
ture had stopped except for deep
East Texas.

But the snow, rain and cold
weather had:

Schools Are Closed

Closed schools in Big Spring and
around Lamesa.

Closed schools in Tahoka, Cros-
-byton. Wilson, New Deal and Coop-
er.

Stacked up cars on some high-

ways.

Caused a fatal plane crash.

Caused at least one traffic death.

Led to fears a private plane with
four persons who had attended a
March of dimes meeting had
crashed. It landed safely but late.

Deer Dying In Hills

Brought out reports that drought-
weakened deer were dying in the
Hill Country because of the chill
rain.

Combined with a heavy snowfall
the Jast week in 1954 to feed farm-
ers’ hopes for the best spring crop

season in vears.

However, the snow did not cause
the widespread suffering that snow

-and ice brought late last month.
, Highways Are Open

| Everywhere, highways were re-
ported open, although caution was
-advised on some. Three inches of
-snow made rural roads dangerous
‘around Lamesa and caused six
rural schools io close.

| The Big Spring city schools and
}those at nearby Knott and Forsan
closed.

- In the earlier snow, thousands
| of motorists were stranded.

Heaviest snow reported overnight
was at Big Spring, where 7 to 8'2

inches fell. Sevmour. near wichita
Falls, had 5'!2 inches. most of
which meltea as it fell bringing.56
inch of moisture.

214 Inches Reported Here

The U. S. Weather Bureau Sta-
tion at Lubbock reported 2':
inches of snow fell there between
noon and 11:15 p. m, Sunday. and
precipitation totaled.18 inch. No
additional snow had fallen this
morning. Temperature dropped to
16 degrees at Lubbock. Maximum
temperature was expected to be
about 40 degrees this afternoon
and low tonight. about 18.

The Texas Highway Patrol warn-
ed motorists to keep off highways
except for necessary travel. One
accident occurred on Slaton Hwy.
at 2:30 a. m. today. Miss Joanne
Watson, 1524 29th Pl. was taken
to St. Marv’s Hospital by McDon-
ald Funcral Home ambulance, She
left the hospital following treat-
ment,

Four Lamesa Accidents

Four highway accidents occur-
red in Lamesa vicinity. Three au-
tomobiles overturned in non-collis-
ion accidents—one 19 miles south-
west of Lamesa near Patricia, one
13 miles east on Snyder Hwy., and
one 16 miles west on Seminole
Hwy. Those occugred before 9 p.
m. Sunday. A semi-trailer truck
and a panel truck carrying a trail-
er house sideswiped this morning
one-half mile south of Lamesa on

See SNOW CLOSES Page 6
 </s>",0
"Mexia’s official temperature
soared to 95 degrees yesterday
afternoon and continued warm is
the official Weather Bureau fore-
cast for tomorrow.

The local low early today was
74 and is expected to be about
the same tomorrow.

United Press reports, mean-
while that it was another hot day
in Texas today and forecasters
said the only relief in sight was
the possibility of a few showers
along the Coast and in West Tex-
as.

The temperature rose to 107 de-
frees at Presidio yesterday and
meteorologists said there was no
prospect of any major change in
the weather through Friday.

A tropical disturbance in the
Gulf of Mexico moved inland in
the state of Campeche, Mex.,
Wednesday night, causing heavy
rains.

The only rain reported for the
24 hours ending at 6:30 a.m. today
were traces at El Paso, Salt Flat,
and Wink, and the Big Bend
country is the only part of the
state which has gotten any rain
since midnight

Low temperatures early today
ranged from 81 degrees at Galves-
ton and Corpus Christi to 70
at Salt Flat, Midland and Luf-

Kin.

A muggy heat wave kept mil-
lions of Americans tugging at
their shirt collars for the eighth
straight day today.

Temperatures slipped a little
in the northeast and mid-Atlantic
states, but they jumped 10 de-
grees in the Western Plains.

From New York to the south-
em Rockies, the story was the
same—at least three more days
of 90-plus heat and no definite
relief in sight.

High temperatures Wednesday
included 102 at Guymon, Okla.,
the state’s. top so far this year,
and 91.1 at New York and 90 at
Chicago.
 </s>",1
"-Work is progressing rapidly on
the new. Eva 0, Edwards - Inter-
‘mediate school, a $770,000 unit to
serve 770 seventh and eighth grade
children in the Covina School ‘Dis-
trict, it was announced this week
by Superintendent Paul B, Salmon
and Board of Trustees president
Lowell Miller,

Located on a 15 acre site on the
corner of Covina Blvd. and Park
Ave., the school is the first of two
mlermediale.schools planned ‘by
the local ‘school board. Completion
is expected. by next November, It
S named in-horlor of Eva D. Ed-

 

 
 wards, a. well-known former.Cov;
ina school teacher living: at 370
W. Center St,

55,000 Sq. Ft.

When the new school is finished,
it will. include 15 buildings laid
auc in ah L plan, with a total
floor space of almost 55,000 square
feet, according to. Miller.
| The buildings will be connected
by covered concrete walks, and the
facilities will include. 22 class
rooms, a library, administrative
olfices, an audio-visual testing
room, a health unit, separate class-
rooms. for music, arterafts, home-
making, and shop courses, and
shower and locker rooms for boys
and: girls.

There ‘will also be a multi. use
junit: for - ‘assemblies, _ dining, and
riidoar Tecreation, which in an
emergency could be converted into
four mare classrooms by partition
drapes,

Construction Features

Construction features of the new
school included use of <steel-rein-
forted concrete for all buildings,
an extended roof overhang fo re
duce heat and glare in classrdoms,
and special glare-reducing glass’ in
the windows, In’ the multi-purpose
building, ‘there. will be modern
| vertical louvers,

Construction costs ‘will average
about’. 313.04 a square foot for the
hhildings, according to Miller, with
‘the paved parking lots, bug loading
-areas, black top. playgrounds, fene-
J-ing ‘and landseaping: extra. Z

All play fields and recreational
facilities will be laid out withir
the arms of the L,. following the
closed campus concept’ of arrange:
{ment most favored by. school de

 

ect is Leon Slavin, and BR. L
Gogerty-and D, Stewart Kerr art
the architects.”

 
 </s>",0
"WASHINGTON, May 31
(UP)—-The Supreme Court to-
day ordered Southern states
to end segrégation in schools
as rapidly as possible on a lo-
cal basis.

The high court left it- up to lo-
cal federal district courts to decide
whether individual school boards
are carrying out integration in
good faith.

The high court's action today
was unanimous.

Chief Justice Ear] Warren, who
read the order, said that varied
local problems will have to be
taken into consideration.

He said school authorities must
bear the primary responsibility for
ending segregation.

‘Follows Historic Ruling

The order was the long-awaited
follow-up to the court’s historic de-
cision of May 17, 1954, holding
that segregation in public schools
is unconstitutional.

The high tribunal sent back to
the five local federal district
courts concerned the five specific
cases which led to the original
segregation decision,

The lower courts were ordered
to require school boards to “make
a prompt and reasonable start to-
ward full compliance” with the
court’s 1954 degision. outlawing
separate public school systems for
whites and Negroes.
 </s>",0
"WASHINGTON (# — President
Eisenhower was credited with a
substantial victory today in Senate
Finanee Committee approval of
his foreign trade bill without ma-
Jor changes, but it still faces a
tough floor battle.

The committee approved the bill
ate_yesterday_on the 13-2 vote,
Séns’ Kerr” (D-Okla)” aie “Malone
(R-Nev) were the only dissenters.
; Chairman Byrd (D-Va) hailed
this virtual unanimity as a -sign
[that the bill could be put through
the Senale without any damaging
amendments. —

“When the Finance Committee

Bets together on a bill, it usually
is able to persuade the Senate to
go along,’ he said.
- Nevertheless, sponsors of admin-
istration-opposed amendments = re-
jected. in the commitiee laid plans
to carry the battle to the floor.
Debate may begin Monday.

   
 
 
 
 
   

This—wase—parkecuterly—_true - of
senators: Who. seek: relief from sim.
port competition for specifie com-
Inodities. One powerful Maeup fa:
vors no sharp cutback on oil ship-
ments into this country,

The Senate committee ~ pre-
served, as the House had done on
‘gluse yolod dn passing the bul var,
lier, the key powers sought’ by
the President: These are a three.
‘year extension of the 2)-yenr-ald re-
ciproca) (rade pacts law and new
wulhority for the Prasident to cut
fariffa 1S por cont. The law aves
the Trosident power to reduce
disport.dities In axchatiae tor sine
iat remtenaalins {ry other aya

1 Utes

be denihawer hee netiondd —-Unpos
gD poange of his bAP without
ee Pata ae Lee eT)
ya bee to the eponuniien ul all
thee wert ginpnte ten

Haat mesa bie hias bern healegiod
1 abe. goatee. a soophebely st. beh.

| tive OU ENE ela (iti ae latin
hae Ta Wap Oe epee
inet feas ot eh charge broin tere

Lv Wows) avmer ne
 </s>",0
"By ROWLAND EVANS Sr.

WASHINGTON (7 — Sen. Hill
(D-Ala) said today there was
“absolutely no question’? but that
Congress would quickly ‘approve
President Eisenhower’s request
for. 28 million dollars to pay for
anti-polio vaccine for children
whose parents can’t afford the
shots.

Hill, chairman of. the Senate
-Labor and Public Welfare Com-
mittee, said in an interview he ex-
pected Eisenhower's companion
request for two million dollars for
more inspectors to police vaccine
output to go through as soon as
Congress could get around to con-
sidering the matter.

Otherwise! Hill voiced reserva-
tions about the administration's
new 11-point program for volun-
tary allocations and controls over
distribution of the Salk polio vac-
cine. Secretary of Welfare Hobby
outlined the program to the com-
mittee yesterday after it had been
approved by the President.

_ Hill said the program ‘‘very
clearly”? was not ‘detailed or defi-
nite.”

Committee Democrats indicated
by their questions and comments
at yesterday’s hearing that they
are far from sold on the adminis-
tration’s plan to make sure, by
| voluntary methods, that supplies
of the still scarce vaccine get to
the most susceptible age groups in
sufficient quantities and that dis-
tribution is carried out equitably.
There were some new Democratic
charges of “bungling.”

But Republican members of the
committee defended the adminis-
tration’s handling of the problem
and congratulated Mrs. Hobby for
the job she has done.

Although the administration is
opposed to compulsory contro}
over vaccine. distribution and
price, Sen. Ives (R-NY) indicated
he was inclined toward supporting
proposals for standby controls.

“I'd rather have federal controls
available than to run into a situa-
tlon where they need it and don’t
have it,’’ Ives said in a separate
interview..

Hill said he felt it would be wise
to have standby controls ‘‘so the
power would be there if needed.”

Sen. H. Alexander Smith (R-NJ),
senior Republican on the commit-
tee, said he was ‘“‘reserving final
judgment’”’” on the question of
standby control powers.

While under questioning yester-
day, Mrs. Hobby declined to agree
with some committee members
that. standby control powers might
be helpful.
| But she did concede at a later
point that “if this program should
break down, if a maldistribution
| should take plack...of course the
‘federal government should be in
control,”

Meanwhile, mass ineculations of
school children were getting un-
derway again after a week-long
halt suggested by the government
to permit public health service
teams to recheck vaccine manu-
facturers’ safety standards.

As of yesterday, the Health
Service said it had confirmed 73
post-inoculation polio cases.

The Health Service has empha-
sized that no connection has been
established between the Salk vac-
| cine and the’ polio cases.
 </s>",0
"Violent and deadly thunderstorms lashed the Texas
Panhandle-Plains country again Monday night with re-
newed viciousness, leaving at least two persons dead.

The thunderstorm activity continued Tuesday at Chil-
dress and Amarillo, but no injuries or damage were re-
ported. Lubbock reported lightning and occasional light
rain.

The Texas thunderstorms were part of a violent pat-
tern of weather that struck in parts of the mid-continent
and in the South and East.

Carlsbad, N. M., was raked by a destructive wind, hail
and rain storm with gusts of wind that reached 80 miles
per hour. Telephone and power lines were knocked out
and the heavy rains flooded Carlsbad streets. Property
damage was estimated as high as $100,000.
 A rash of tornadoes hop-
scotched across parts of Ne-
braska and Wyoming. A
twister smashed 25 homes
in Scottsbluff, Neb., and sent
25 persons to hospitals for
treatment. Two persons were
killed. Flood threats were
posed by the swollen North
Platte River.

Killed by lightning in Texas
were Mrs. Henry Julian, about 50,
at Canadian, Tex., and Kenneth
E. Guyer Sr., 46, of Near Pan-
handle, Tex. Mrs. Julian was
struck as she stood in her front
yard. Guyer was killed as he work-
ed in a field on his farm.
~ The Nebraska tornado killed Mrs.
VY. J. Daniels, 50, and Jim Karubes,
16.

Hail and rain caused severe croup
damage in Pennsylvania at Green-
wood Township in the states east
central section. Four inches ot rain
fell there in about an hour.

Texas and the midcontinent area
‘stayed partly cloudy Tuesday with
isolated thunderstorms and thun
| dershowers stil occurring and ir
‘the forecasts for Wednesday. Bul
' east of the Mississippi and west ol
the Continental Divide skies were
i generally clear.

_ Overnight minimum tempera:
tures ranged from 60 degrees a!
-Dalhart to 80 at Galveston and
| Palacios.
 </s>",0
"| CLEVELAND W—Proud, hand-
some Mrs. Ethel Sheppard who
died by her own hand, will be
buried today.

Near her bier, shackled to two
deputies, will stand her youngest
son, Dr. Samuel Sheppard, once-
prosperous Bay Village osteopath
sentenced to life imprisonment
after conviction as a wife slayer.

Only 15 persons — the rites are
privatg — will gather under cloudy
winter skies at Sunset Memorial
Park, after services from a Lake-
wood funeral home, to bury the
mother of three osteopaths and
wife of another,

Her husband Dr. Richard A.
‘Sheppard could not attend the
services. Seriously il! with pleurisy
iand shocked at his wife's suicide,
ine is confined al the Bay View
 Osteopathic Hospital he heads.

Mrs. Sheppard put a snub-nosed
.38-caliber pistol to her head Fri.
day after leaving a note that said,
“T can’t manage alone without
father.”

The eldest of the Sheppard broth-
ers, Dr, Richard N. Sheppard, said
his 64-year-old mother was de-
spondent as a result of her young-
est son’s second-degree murder
conviction Dee, 21.

Richard Sheppard called her a
“proud woman” and said “she be-
lieved in Dr, Sam as the rest of
us do. She was too burdened.’

Ailing in later years, and the
victim of a stroke during the trial,
she never visited her jailed son,
but spoke to him often by tele-
phone and sent him religious
literature..
 </s>",0
"Wisconsin — Frost warning.
Fair and cool with frost tonight,
Wednesday fair with little
change in temperature. Low to
night 24-36 north and east, 36-40
southwest; high Wednesday 60-
67 northeast, 65-70 - southwest.

Stevens Point Temperatures

Yesterday's maximum, 72.

Last night’s minimum, 32.

Noon today. 60.

Precipitation, trace.

Five day forecasts:

Wisconsin. Minnesota. Iowa—
Temperatures will average 2-4
degrees below normai northern
Minnesota and northern Wiscon-
sin; 24 degrees above normal!
southern Towa; normal high 67
north to 7 south; slow warming
trend Wednesday and Thursday,
little change thereafter. Precipi-
tation will average one-quarter
to one-half inch Minnesota and
Iowa to onequarter inch or less
in Wisconsin,
 </s>",1
"A little warmer today.
Mostiy fair. Temperature
will reach a high of 84 to
88. Southeast winds of 10
to 15 miles an hbur.

ELSEWHERE IN WISCONSIN

Cooler in the northwest
portion of Wisconsin. High
Sunday 76 to 84. South to
southwest winds of 15 mph.

MONDAY OUTLOOK

Generally fair with low
temperatures in the low 50's
in the Racine area. High
temperatures in Racine will
range in the mid 70's. Cool-
er in the northern part of
the state,
 </s>",1
"| Temperatures will average nor-
‘mal to two degrees below nor-
‘mal. Normal high 71 north, 75
south. Normal low 49-53. Cool
tonight and Wednesday. Warm-
ing trend Thursday and Friday,
and cooler again over weekend.
‘Chance of showers Wednesday
night, Thursday and Friday over
south portion, and Thursday
night and Friday over north.
Rainfall totalling a quarter to a
half inch.
 </s>",1
"Maryland: — Considerable cloudi-
ness with some light.snoj in moun-
tains and chance of light snow. or
flurries spreading to central and
northern se¢tions tonight, high. to-«
day near 30 west and 32 to 42 east,
low tonight 12-18 mountains andi
18-28 eastward toward the coast,
Wednesday partly cloudy and mod:
erately cold.

Eastern Pennsylvania — Mostly
cloudy with chance of ight snow
or flurries tonight and beginning
west portion this afternoon, high to-
day 26-32 west’ and north and 32.
38 southeast portion, low tonight
18-26, Wednesday mostls cloudy.
with chance of ‘snow flurries west
‘and north portions and moderately.
cold,

Western Pennsylvania — Occa-
sional light| snow today changing
to snow flurries tonight, High today
26-32, low tonight 10-20, Wednesday
mostly cloudy and cold with snow
flurries.

Western New York — Mostly
cloudy and cold with occasional
light snow today, high in mid 20s,
continued cold with snow flurries
and occasional heavy snow squalls
southeast af Lakes Erle and On:
tarnio tonight and Wednesday, low
tonivht 10.15.
 </s>",1
"INDIANAPOLIS (#—Cold Cana-
dian air froze Indiana today and
added a frosting of snow after two
days of drenching autumn rains.

The State Highway Department
reported one to three inches of
snow melting fast in northwestern
Indiana, north of U.S. 24. Scat-
tered slippery spots on roads were
expected to clear quickly.

Snow flurries, mostly light,
swirled most of the night from the
state’s northern border to the In-
dianapolis and Terre Haute areas.

Although the snowclouds scat-
tered by daybreak, the Weather
Bureau said temperatures will drop
to a range of 18 to 30 degrees to-
night. A warmup is expected Fri-
day, bringing back temperatures
in the 50s.

The cold snap drove tempera-
tures down to 27 at Lafayette this
morning. South Bend and Evans-
ville, in opposite ends of the state,
reported lows of 31, and the tem-
perature dropped to 30 at Indian-
-apolis.

Heaviest of the Wednesday rains
were in the south-central Indiana
hill country. Bedford reported 2.08
inches, Shoals 1.96, West Baden
1.56, Evansville 1.52. Northern In-
‘diana got more than an_ inch.
Tuesday’s heaviest rains were in
central Indiana.
 </s>",1
"Kansas—Falr and warmer Tues-
day afternoon. Partly cloudy and
not as cold Tuesday night. Wed-
nesday partly cloudy with winds
shifting to moderately strong
northwest. Nat as warm west turn-
ing colder Wednesday afternoon.
Low Tuesday night.in the 20s. High
Wednesday 35 northwest to 45
southwest,
 </s>",1
"WASHINGTON (4 — Presiden
Eisénhower called Wednesday for
a “many sided attack” on the
problems of low income farmers.

“We must open wider the doors
of opportunity to our million and
a half farm families with extreme-
ly low incomes—for their own
well being and for the good of our
country and all our people,” he

‘said in a special message to Con-
gress.

The message transmitted ree-
ommendations by Secretary of Ag-
riculture Berson which the Presi-
deni said had his “general approv-
al.” It urged, among other. things,
30 million dollars’ of lending’ au-
thority and strengthening of off-
farm employment opportunities
for farmers barely able to make
ends meet,
 </s>",0
"INDIANAPOLIS —iINS— Hoosiers
braced for at least another five days
of biting winter weather as temper-
atures skidded toward zero, and
traffic moved at a crawl.

Snow flurries today and more
snow in the northern and central
portions Wednesday, and again Fri-
day was the outlook. As much as
four inches accumulation was fore~
‘cast for northern areas.
Temperatures continued dropping
his morning so low readings were
immediately available but were ex-
pected to be slightiy above zero.
For Indianapolis, it was 13 at 6:30
A.M. and 10 at 8:30 A.M.

Temperatures for the next five
days are expected to average three
to six degrees below a normal min-
imum of 15 to 26 and a normal max-
imum of 34 to 45.

Thermometers are not expected to
get above freezing today, and will
dip back to 10-18 tonight,

The state highway department
warned that roads are sHppery in
spots though passable with cars.

he LaPorte and Crawfordsville
districts and the northern part of
the Seymour district were listed as
slippery. Seattered ice was a haz-
ard near Vincennes, and in the
Greenfield and Fort Wayne districts.

Below-melting temperatures
throughout today will not help the
ice problem much. police warned.

   
 </s>",1
